date,abstract,title,link
None,"Modern education scenario has led to the emergence of varied challenges in the form of an altered approach of students towards learning and related avenues. The tendency of the current generation students to seek ease in everything they do and to cater to their inclination towards receiving quick responses and rescues to their needs, has opened up newer horizons of opportunities in the education sector too. In line with the imprints of technology based shift in education sector, resorting to an adaptive learning environment, powered by application of Artificial Intelligence (AI) to the education system seems to bring about turn-around alterations. The present paper’s aim is to explore the prospective advantages of application of AI to the Higher Education Institutions (HEIs) , in terms of the associated stakeholders, viz., Students, Educators as well as Parents. An effort has been made to provide an insight into the vast prospective avenues of Artificial Intelligence in the education sector.",Artificial Intelligence and Higher Education Institutions,https://ieeexplore.ieee.org/document/10125320/
None,"One of the pillars of the global economy, the cement industry, faces multiple pressures to maintain its profitability and sustainability. Environmental regulations and higher cost of energy require an optimum operation to satisfy demand at the lowest cost but still satisfying any business constraints. Over the past decades, cement companies have invested in control systems, process data historians, and instrumentation to be more efficient and competitive in the marketplace. With the arrival of the next generation of manufacturing driven by Industry 4.0, cloud computing and artificial intelligence (AI) offer more opportunities to take the current efficiency to a higher level. This paper describes the implementation of optimal control of the clinker cooler to achieve sustained energy recovery while safeguarding the safety of the operation of this asset and supporting a better operation of the pyro-process.",Implementation of Artificial Intelligence Technology to Optimize Clinker Coolers,https://ieeexplore.ieee.org/document/10143781/
None,"In light of the increasing urgency regarding climate change due to man-made greenhouse gas emissions, focus is now being brought to bear on the amount of energy that artificial intelligence (AI) applications consume. Research has highlighted the immense carbon footprint of machine learning (ML) driven applications, due to the extraordinary growth in the size of deep learning models, which are estimated to have grown by a factor of 300,000 over the last six years. This is a concern, so we wish to add our voice to a growing community of responsible AI researchers and practitioners and help highlight how energy awareness and responsible best practices can be used to enhance the environmental sustainability of AI. Hence, we provide a preliminary exploration of the energy use profile of ML training in the cloud and demonstrate how transfer learning can be used to reduce this energy consumption.",Sustainable AI in the Cloud: Exploring Machine Learning Energy Use in the Cloud,https://ieeexplore.ieee.org/document/9680315/
None,"With the ever-increasing energy demand, the electric power sector and the energy industry are promoted to decentralization, decarbonization and digitalization. The digital platforms gradually become a megatrend for a clean energy system. Digitalization of the energy systems has conducted changes in various dimensions such as energy savings, sustainability and security. In this paper, the impact of digitalization on the electric energy systems, electric vehicles (EVs), sustainable development goal (SDGs) and greenhouse gas (GHG) emissions are analyzed and investigated. A systematic overview and discussions on the key drivers for digitalization and decentralization of energy systems are addressed. This paper provides significant insights for digitalization of the energy systems from a global perspective. Some enable, challenges and solutions are also handled to analyze the impact of digitalization.","A New Area Towards to Digitalization of Energy Systems: Enables, Challenges and Solutions",https://ieeexplore.ieee.org/document/9847313/
None,"Sentiment Analysis is a text classification system used to analyse the incoming text and determine if the sentiment evolved from the argument text is positive, negative or neutral. It holds specific significance in different areas of Technology and it has varied applications. It combines the power of two most significant fields of Artificial Intelligence, viz. Deep Learning and Natural Language Processing. Deep Learning has evolved as an advanced and efficient technology to target and solve real-world problems with greater accuracy and efficiency. Neural Networks are used to deal with enormous amounts of data without any considerable domain engineering and adapt from its own method of computing. Sentiments within a text can become misleading if the whole sentence is taken as a collection of independent words, since each and every word is connected to other in some sense. This research is used to propose and develop an efficient model that can analyse the sequential sentiments with greater prediction and accuracy. This research also compares the prediction accuracy of the proposed model with other existing novel methods.",A Novel Artificial Intelligence Inspired Approach for Analysing Sentiments using Neural Network,https://ieeexplore.ieee.org/document/10125416/
None,"In this paper, a hybrid energy management system (HEMS) based on an edge processing scheme is presented. This HEMS is considered for deployment in the electric transportation industry which is a major sector for energy management applications. This approach paves the way for the emerging convergence of energy management systems (EMS) and intelligent applications. In this proposed scheme, the HEMS is integrated with edge processing to realize its intelligent and sustainable deployment. The HEMS is tested on a designed simulation platform and is re-deployed on an edge device for model verification. The implemented HEMS utilizes a battery and ultra-capacitor pack as the source. The battery pack and the ultra-capacitor pack have a rated maximum voltage of 50.4 V each.",Hybrid Energy Management Systems based on Edge Processing for Electric Transportation Applications,https://ieeexplore.ieee.org/document/9722695/
None,"Energy sustainability is one of the world focuses and a crucial matter today. In this information technology era, many fancy technologies have been designed and created to help human in creating the better living. In fact, they are also the main causes why the energy demand is increasing. This research is trying to introduce IntelligEnSia, as the recommendation in order to achieve the energy sustainability that focuses in Manado, Indonesia. We realize that the research in this field has been flourished, thus we want to introduce the competences of IntelligEnSia which are relied on the Business Intelligence and its potential to create the new effective behavior. It can provide intelligence reporting of the energy consumption for the better and effective energy management system in the city: resources, availability, consumption and characteristics peak load to peak off times. It is included the report of the list that have improved their consumption behavior. Finally, our solution may help government and industries in decision making and creating policies regarding energy management and the goal to achieve the new better behavior for the energy sustainability.","IntelligEnsia for Energy Sustainability Case Study: Manado, Indonesia",https://ieeexplore.ieee.org/document/6779886/
None,"Natural Resources businesses span one or more of the following verticals: Explore & Discover, Develop, Extract & Transport, Market & Trade. Natural Gas (NG) is a key component of the Natural Resources industry, which contributes both directly and indirectly to sustain and support the day to day energy needs of humans. Various forums drive key initiatives to maintain the sustainability of natural resources for decades to come. The recent evolution of advanced Information Technology (IT) fields, termed as `Big Data and Artificial Intelligence (BD&AI),' fortify these initiatives by providing anytime, anywhere access of data (for example in remote offshore assets or facilities) from a vast corpus base, in addition to enabling natural human interaction. In this paper we intend to explore the key primitives of BD&AI and cite the method of real-world implementation in the Natural Gas industry to further enable sustainable development.",Unravelling the Myth of big data and artificial intelligence in sustainable natural resource development,https://ieeexplore.ieee.org/document/7840903/
None,"The energy saving and environmental protection remain the main pillars of the maritime industry's sustainability enhancement. This sustainability will become a reality by implementation of autonomous ship (AS), which is considered as an alternative and may carry the potential to increase the profitability of shipping company. The elimination of crew, the introduction of innovative technology and adoption of new ship design on board of this kind of ship will participate positively in energy saving and environmental protection. For an in-situ study, a hundred of conventional ships (CS) have been visited, their energy consumption and environmental impact are assessed taking into consideration the trading area, navigation scenarios, power capacity and number of crew members. In this paper, we assess and quantify the positive impact on energy saving and environmental pollution prevention resulting from the implementation of AS. For this the facilities related to crew living are enumerated and the impact of their elimination on energy saving and environmental pollution prevention is presented. Other ship design concepts are proposed to enhance the energy-saving and environmental protection are proposed. A benchmarking of CS and AS in term of energy saving and environmental pollution prevention is presented.",Toward energy saving and environmental protection by implementation of autonomous ship,https://ieeexplore.ieee.org/document/8379089/
None,"Since the development of industry, our society has achieved unprecedented development in science and technology, which is accompanied by the massive consumption of conventional energy and the environmental protection and resource shortage caused by it. In this case, we must actively seek Renewable clean energy. When using new energy to generate electricity, the new energy electronic and electrical industry inevitably encounters the bottleneck of material management. Due to the wide variety of materials and frequent access to maintenance of wind energy equipment, the material management of the new energy electronic and electrical industry becomes very complicated. The development of a new energy material management system shows that the new energy electrical and electronic industry is gradually moving towards standardized and automated management, which is conducive to promoting the improvement of corporate management efficiency and enhancing corporate competitiveness. This article aims to study the application of operations research and cybernetics in the new energy electronic and electrical industry. Based on the analysis of the basic theories of operations research, the basic methods of cybernetics and the significance of establishing a new energy electronic and electrical industry procurement management system model, the use of operations research and the cybernetic method establishes a new energy electronic and electrical industry management system and conducts system testing. The test results show that when the system handles the increase of virtual users from 50 to 100, the system test indicators have not increased significantly. The performance needs can be met during the process.",Application of Operational Research and Cybernetics in Intelligent Management System of New Energy Electronic and Electrical Industry,https://ieeexplore.ieee.org/document/9898728/
None,"Through the digitization of essential functional processes, Industry 4.0 aims to build knowledgeable, networked, and stable value chains. Network trustworthiness is a critical component of network security that is built on positive interactions, guarantees, transparency, and accountability. Blockchain technology has drawn the attention of researchers in various fields of data science as a safe and low-cost platform to track a large number of eventual transactions. Such a technique is adaptable to the renewable energy-trade sector, which suffers from security and trustworthy issues. Having a decentralized energy infrastructure, that is supported by blockchain and artificial intelligence, enables smart and secure microgrid energy trading. The new age of industrial production will be highly versatile in terms of production volume and customization. As such a robust collaboration solution between consumers, businesses, and suppliers must be both secure and sustainable. In this article, we introduce a cooperative and distributed framework that relies on computing, communication, and intelligence capabilities of edge and end devices to enable secure energy trading, remote monitoring, and network trustworthiness. The blockchain and federated learning-enabled solution provide secure energy trading between different critical entities. Such a technique, coupled with 5G and beyond networks, would enable mass surveillance, monitoring, and analysis to occur at the edge. Performance evaluations are conducted to test the effectiveness of the proposed solution in terms of reliability and responsiveness in a vehicular network energy-trade scenario.",A Federated Learning and Blockchain-Enabled Sustainable Energy Trade at the Edge: A Framework for Industry 4.0,https://ieeexplore.ieee.org/document/9670460/
None,"This paper presents the development of Energy Efficiency (EE) Policy evaluation model using Hybrid Evolutionary Programming (EP) - Artificial Neural Network (ANN). There are various of EE policies and programmes imposed by governments to promote EE implementation among the industries and societies. However, very little effort was found to evaluate the effectiveness of EE policy for reducing energy consumption. This has created the need for a model that can be used to assess the performance of EE policy and programmes. In this paper, measurement and verification (M&V) approach is proposed for evaluating the performance of Minimum Energy Performance Standards (MEPS) in Malaysia. Artificial Neural Network (ANN) is used for developing a baseline energy model in the M&V framework. Evolutionary Programming (EP) is then integrated with the ANN baseline energy model to improve the performance of ANN. Results show that hybrid EP-ANN provides the highest regression value followed by multi-regression ANOVA model and ANN. With its highest regression value, the EP-ANN provides more accurate and reliable energy savings of 20.03% for the period between 2013 – 2016 from the implementation of MEPS policy in Malaysia.",Energy Efficiency Policy Evaluation Model using Hybrid Evolutionary Programming (EP) - Artificial Neural Network (ANN) for Measurement and Verification Baseline Development,https://ieeexplore.ieee.org/document/10011025/
None,"Big Data (BD) have lately piqued the interest of both academicians and practitioners due to their ability to provide valuable insights for improved decision-making processes. With the goal of creating useful information from huge data, data analytics is fast becoming a popular discipline that many businesses are implementing. Although, the analytics process, such as the implementation and usage of Big Data Analytics (BDA) technologies, has positive influence on the organizational performances, develop new income streams, potentially gain a competitive edge over business rivals, businesses view it as a tool to enhance operating effectiveness. There are several analytic techniques to take into account, though. Given the significance of BD as well as BDA, this article presents a state-of-the-art research that gives a thorough overview of the BD challenges and BDA strategies posited, supported, and employed by businesses to help others better comprehend this environment and make better financial decisions.",Big Data Management and Analytics in the Era of Artificial Intelligence,https://ieeexplore.ieee.org/document/10125549/
None,"Extracting useable information from large and complex data is one of the challenges that can be solved by data mining. The use of data mining to understand the state of research fields and the underlying technologies which are related in intricate ways is known as bibliometric analysis or ""tech mining"". Tech mining can help in summarizing the important research results that are valuable to researchers, industry, and decision-making. Furthermore, tech mining can be useful in showing the trends and relations of the analyzed topic. Hence, the purpose of this research is to investigate the status and the evolution of scientific studies in the field of renewable energy forecasting using Artificial Intelligence (AI) technologies. The study seeks to address the status of the scientific production indexed in Scopus based on scientometrics indicators. In total, over 25000 articles were extracted. The collected data were analyzed using R software packages. The findings show the exponential growth of this topic in the past 10 years. The most relevant sources, authors, affiliations, and countries were found. Moreover, the most recent trends and technologies were stated. It was also found that the interest in this research topic is prevalent in Asian countries especially China which has the highest number of publications and citations. Moreover, it was found that the most fund for research in this domain comes from Chinese institutions.",Tech Mining Analysis: Renewable Energy Forecasting Using Artificial Intelligence Technologies,https://ieeexplore.ieee.org/document/9803105/
None,"Web logs files are analyzed using several kinds of Al and web mining techniques such as web, and data mining in order to extract useful information and utilized them for future purposes. The existing web log files suffer from many drawbacks. An AI-inspired algorithm and cluster-based ranking mechanism have been designed that overcomes the drawback. This paper presents the cluster based ranking mechanism and transaction minimization algorithm in detail in the proposed web log files.",Application of Transaction Minimization Artificial Intelligent Algorithm for Weblog Analysis,https://ieeexplore.ieee.org/document/10125445/
None,"The working environment has evolved after the COVID-19 pandemic from office work to working from home because of changing industry needs with the pandemic effect. Globally, organizations continue to identify the right way to balance employee satisfaction by giving them the hybrid working option, but it lacks standardization. In this research paper, the author discusses the emerging need for the Chief Remote Officer in post-pandemic working conditions. The study also reflects the use of Artificial Intelligence and how it can support human resources in the remote setup. The pandemic virus of 2020 has evolved with several variants, and the continued uncontrollable global situation has arisen. In such unpredictable conditions, the need to bring work sustainability shall be the focus among the organizations for remote working conditions. This study discusses the literature and analyzes the industry's Chief Remote Officer role requirement in detail as people continue to work in the presence of the COVID-19 pandemic. The author elaborates on the Chief Remote Officer and discusses the roles, responsibilities, Knowledge skills, and purpose behind this role. This research paper offers a broader aspect along with Artificial Intelligence usage. Since it is a early stage, the proposed approach would require to be tested by the organizations during the pandemic.",Chief Remote Officer Role in COVID-19 for Work Sustainability and Use of Artificial Intelligence (AI),https://ieeexplore.ieee.org/document/10073923/
None,"The manuscript intends to provide holistic overview of AI based forward traversal path and backward traversal path. These path are obtained from a collection of web accesses, once the user session are identified. The proposed work contains an alternative approach to generate path traversal and reduced the forward and backward traversal Path.",AI Based Approach For Path Traversal,https://ieeexplore.ieee.org/document/10125529/
None,"Artificial intelligence (AI) is making its way back into the mainstream of corporate technology, this time at the core of business systems which are providing competitive advantage in all sorts of industries, including electronics, manufacturing, marketing, human resource, financial services software, medicine, entertainment, engineering and communications. Designed to leverage the capabilities of humans rather than replace them, today's AI technology enables an extraordinary array of applications that forge new connections among people, computers, knowledge, and the physical world. Some AI enabled applications are information distribution and retrieval, database mining, product design, manufacturing, inspection, training, user support, surgical planning, resource scheduling, and complex resource management. AI technologies help enterprises reduce latency in making business decisions, minimize fraud and enhance revenue opportunities.",Artificial intelligence technologies in business and engineering,https://ieeexplore.ieee.org/document/6143435/
None,"Quantum computing is an emerging technology (QC). Several groups and research institutions are working to make quantum computing applications a reality. Artificial Intelligence (AI) is another emerging field that is becoming more established over time. The main goal of this research is to figure out how the advancement of quantum computing technology will affect AI applications. Computational methods are used to explore the growing influence of quantum computing development for a specific AI application. This study also discusses about the impact and potential of Quantum Computing (QC) on Artificial Intelligence (AI). These can be accomplished by employing cutting-edge methods to deliver usable, economically viable, and scalable technology across a wide range of industries. On the other hand, the risk of committing errors in quantum algorithms, as well as the inability to function without being super-cooled, emerges as a major challenge. Macro-energy systems and the development of sustainable energy materials are just two areas of science and engineering that quantum computing has the potential to completely transform.",A Detailed Investigation on Potential Impact of Quantum Computing on Improving Artificial Intelligence,https://ieeexplore.ieee.org/document/10099821/
None,"The transportation sector in the US consumes 28% of total energy consumption for transporting people and goods. Roughly 92% of transportation is fueled by gasoline, diesel and jet fuel, with electricity providing less than 1% of transportation energy (2018) [1]. The introduction of electric vehicles (EVs) on the road is growing at the rate of 40% Y-o-Y [2], leading to ever increasing demand on grid supplied energy to recharge these EVs. 60% of grid energy is generated from nonrenewable (NR) sources (coal & natural gas). Expending NR sources to service EVs is neither sustainable nor desirable when long term effects are considered. Since EVs are still in their initial stages of mass adoption in the US, an updated and scalable approach to servicing the growing EV energy need is required. One such approach in which existing transport infrastructure (gas stations, roads, trucks etc) are multi-purposed with scalable, feasible modifications is presented in this paper. Furthermore the possibility of optimizing the energy capture-storage-usage (CSU) cycle using big-data and artificial intelligence (AI) is also explored.","Utilizing Transportation Infrastructure, Big Data and AI for Localized EV Energy Neutrality",https://ieeexplore.ieee.org/document/8976625/
None,"With rapid growth and a higher standard of living, the demand for usable energy has increased tremendously over the last few decades, with the construction industry being one of the most notable examples. The energy efficiency of a building is influenced by a variety of factors, including the weather in the area, the structure characteristics, and how people use electricity. These algorithms can be used to generate a prediction model for smart building indoor temperature forecasting using the Internet of Things and several commonly used artificial intelligence algorithms, which can then be used to generate a prediction model for smart building outdoor temperature forecasting. It was necessary to employ freely accessible software tools in order to make geometric and sensory data available in a virtual reality application and to build the PMV and PPD indices. On a low-cost edge computing device, semi-automatic analysis of streaming thermal images from a non-intrusive sensor was performed in order to offer near real-time Mean Radiant Temperature (MRT)estimations. An experimental space that had been mechanically preconditioned was filled with a dynamic temperature environment, and a prototype of the system was employed in a series of trials. Results show that the data backs up the fact that the system output and the heat sensations felt under different settings are consistent.",Prediction of Heat Transfer in Smart Buildings using Internet of Things based Artificial Intelligence,https://ieeexplore.ieee.org/document/9885554/
None,"Linked to the 3D challenges of the energy transition (decarbonisation, decentralization and digitization) are the integrated planning and operation of distribution networks and supply infrastructure. Increasing shares of renewable energies are forcing the use of new flexibilities for maintaining the resilience and stability of the power grid. Important components of such flexibility options are the use of multi-commodity systems (sector coupling) and Smart DSM. Activating the flexibility of smart demand side applications is key for a sustainable, reliable energy system. In FUSE (FUture Smart Energy), a German-Finnish R&D project, AI-based DSM methods are developed to increase the resilience of distribution grids, considering multi-energy applications and local network conditions. The methods are evaluated in a Smart Grid laboratory, principles are integrated into an optimization framework for planning system design and operation. The project is ongoing, hence results are subject to update. The DSM methods are based on automated generation of soft-control signals enabling dynamic, decentralized control of consumers based on energy availability. Consumers include either buffer storage or process flexibility, or both, with the latter being transformed into the former. First results of the controller testing in the power hardware/software Smart Grid laboratory are promising, with further investigation needed.",SECTOR-COUPLED ENERGY SYSTEMS USING THE FLEXIBILITY OF SMART DSM,https://ieeexplore.ieee.org/document/9692298/
None,"Renewable Energy Sources are going to play a fundamental role in the energy sector, especially in the case of solar photovoltaic and wind power plants. Thus, the need of advanced solutions to improve the quality level of plant Operation and Maintenance is becoming a key point for a sustainable development. The present work investigates the state of the art of advanced techniques for fault detection in photovoltaic power plants, presenting relevant and promising research solutions. The paper debates challenging issues, recommendations and trends related to such an emerging technique.",An Overview on Artificial Intelligence Techniques for Advanced Operation and Maintenance of PhotoVoltaic Power Plants,https://ieeexplore.ieee.org/document/9707940/
None,"The low carbon economy is one of the best economic models for the human society's sustainable development. The coal industry emission plays an important role in the development of low carbon economy. The coal industries also occupy significant position in the energy consumption in China. This paper introduces the connotation of low carbon economy, origin, related theory and the path of implementing low carbon economy. It also analysis the internal and external environment of the present stage for coal industry situation. Then it puts forward the strategy and some countermeasures of the coal industry, Finally, it puts forward the path of coal industry developing low carbon economy in five aspects.",The path research on the coal industry developing low carbon economy,https://ieeexplore.ieee.org/document/6011031/
None,"Buildings are responsible for 33% of final energy consumption, and 40% of direct and indirect CO<sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sub> emissions globally. While energy consumption is steadily rising globally, managing building energy utilization by on-site renewable energy generation can help responding to this demand. This paper proposes a deep learning method based on a discrete wavelet transformation and long short-term memory method (DWT-LSTM) and a scheduling framework for the integrated modelling and management of energy demand and supply for buildings. This method analyzes several factors including electricity price, uncertainty in climatic factors, availability of renewable energy sources (wind and solar), energy consumption patterns in buildings, and the non-linear relationships between these parameters on hourly, daily, weekly and monthly intervals. The method enables monitoring and controlling renewable energy generation, the share of energy imports from the grid, employment of saving strategy based on the user priority list, and energy storage management to minimize the reliance on the grid and electricity cost, especially during the peak hours. The results demonstrate that the proposed method can forecast building energy demand and energy supply with a high level of accuracy, showing a 3.63-8.57% error range in hourly data prediction for one month ahead. The combination of the deep learning forecasting, energy storage, and scheduling algorithm enables reducing annual energy import from the grid by 84%, which offers electricity cost savings by 87%. Finally, two smart active buildings configurations are financially analyzed for the next thirty years. Based on the results, the proposed smart building with solar Photo-Voltaic (PV), wind turbine, inverter, and 40.5 kWh energy storage has a financial breakeven point after 9 years with wind turbine and 8 years without it. This implies that implementing wind turbines in the proposed building is not financially beneficial.",Deep Learning in Energy Modeling: Application in Smart Buildings With Distributed Energy Generation,https://ieeexplore.ieee.org/document/9530648/
None,"The environmental issues of today have heightened peoples' desires in living more sustainably and utilizing sustainable goods and services. The ongoing awareness and importance for improving the sustainability through the energy savings for the hotels have become the main concern. Therefore, when it comes to hotels, nowadays sustainability has become a prime concern for people. Many firms and organizations have undertaken sustainability to formulate strategies for the guest's concern including the factors like energy, water and how IoT has contributed towards a home mechanism to the daily lives of the consumers as the hotel industry adds to the growth of overall economy it has become important to conduct research on this sector. The rationale of the research is to define the relations amid the customer happiness using different factors like sustainable green practices, hotel image, trust, gender and also the impact of technology in context to sustainability and also to understand that how the hoteliers are adopting, and the certifications attached to hotels influence the guest satisfaction. The research is based on exploratory research design with convenience sampling which supports to the extent of understanding the relationships between different variables and customer satisfaction in hotel context. The study offers an exploratory investigation of customer satisfaction in relation to adopting sustainable technology and providing measurements that are subject to constraints.",Impact of AI & IOT in Sustainable & Green Practices Adopted in Hotel Industry and Measuring Hotel Guests' Satisfaction,https://ieeexplore.ieee.org/document/9965152/
