date,abstract,title,link
None,"In light of the increasing urgency regarding climate change due to man-made greenhouse gas emissions, focus is now being brought to bear on the amount of energy that artificial intelligence (AI) applications consume. Research has highlighted the immense carbon footprint of machine learning (ML) driven applications, due to the extraordinary growth in the size of deep learning models, which are estimated to have grown by a factor of 300,000 over the last six years. This is a concern, so we wish to add our voice to a growing community of responsible AI researchers and practitioners and help highlight how energy awareness and responsible best practices can be used to enhance the environmental sustainability of AI. Hence, we provide a preliminary exploration of the energy use profile of ML training in the cloud and demonstrate how transfer learning can be used to reduce this energy consumption.",Sustainable AI in the Cloud: Exploring Machine Learning Energy Use in the Cloud,https://ieeexplore.ieee.org/document/9680315/
None,"The water companies should provide services at the affordable tariffs for all people, irrespective of the water source, geographical area, size or complexity of water supply system. In order to contribute to the sustainability of water distribution infrastructure, tariffs should cover, in practice, at least the operating and maintenance costs. To obtain a lower water tariff, the water-energy nexus should be take into account. Thus, developing the innovative technological solutions which to allow new water pricing options and policy actions based on energy efficiency measures and Information and Communication Technologies (ICT) to implement the EU water policy represent a new research direction. The paper proposes an innovative solution represented by a software platform for a sustainable management of water supply systems which to include the advanced ICT solutions (Blockchain and Artificial Intelligence) and smart concepts (smart metering, demand response) with benefits both energy and water fields. The platform could lead to realize significant energy and savings through technical measures and a smart management, supplying the consumers with quality water at an affordable tariff considering the socio-economic factors.",ICT based Smart Management Solution to Realize Water and Energy Savings through Energy Efficiency Measures in Water Distribution Systems,https://ieeexplore.ieee.org/document/8679012/
None,"Wind energy, like all renewable sources, poses the challenge of unpredictability. Making best use of wind energy involves learning the trends in which it generates power. When the power generated is more than the power demand, the power grid often fails, causing disconnection to the dependent parties and sometimes even expensive mishaps. Such incidents can be reduced by power balancing and handling frequency. Being informed of the amount of energy that will be generated enables power balancing. This knowledge will enable power engineers to divert excess energy to storage mechanisms to prevent such accidents. This paper proposes and compares various machine learning and a neural network to forecast exported wind power. Five popular machine learning regressor algorithms and long-short term models are compared with focus on the output target variable. A time series forecasting approach is proposed in the scenario of insufficient weather parameters of wind data.",Wind Energy Forecasting Using Artificial Intelligence,https://ieeexplore.ieee.org/document/10065273/
None,"Energy sustainability is one of the world focuses and a crucial matter today. In this information technology era, many fancy technologies have been designed and created to help human in creating the better living. In fact, they are also the main causes why the energy demand is increasing. This research is trying to introduce IntelligEnSia, as the recommendation in order to achieve the energy sustainability that focuses in Manado, Indonesia. We realize that the research in this field has been flourished, thus we want to introduce the competences of IntelligEnSia which are relied on the Business Intelligence and its potential to create the new effective behavior. It can provide intelligence reporting of the energy consumption for the better and effective energy management system in the city: resources, availability, consumption and characteristics peak load to peak off times. It is included the report of the list that have improved their consumption behavior. Finally, our solution may help government and industries in decision making and creating policies regarding energy management and the goal to achieve the new better behavior for the energy sustainability.","IntelligEnsia for Energy Sustainability Case Study: Manado, Indonesia",https://ieeexplore.ieee.org/document/6779886/
None,"Recently, water desalination has been developing increasingly worldwide. Many new plants are contracted constantly. Strategic planning and many other technical decisions are significant to these strategic systems. The proposed Artificial Intelligent (AI) methods provide decision makers with different choices for investment, where each is comprised of different desalination combinations regarding to locations, capacities, and energy sources in terms of several performance metrics. The intelligent decisions determine the optimal stations location and the water desalination system capacity for future expectations. Other smart decisions select the optimal desalination technologies for available existing and suggested desalination planting. In addition, AI methods provide decision makers to configure the pipeline network and transport water among the planting locations. The proposed work is a method to upkeep strategic decision making for the best water desalination facility. Our methodology offers a set of AI alternatives for several desalination plans. Decision support systems and tools are imperfect to deliver a set of alternatives. Therefore, the proposed work provides a systematic decision process to validate several water desalination alternatives, considering intelligent water pumping to the locations through the pumping network and water storage at every location. The proposed approach is validated for a case study in Jordan, which is a beginner country in desalination. The results show where economic and environmental benefits occurs. It shows how the AI methods can introduce an optimal settings of the desalination process to the peopole who makes decisions.",Artificial Intelligence Enabling Water Desalination Sustainability Optimization,https://ieeexplore.ieee.org/document/9078166/
None,"Smart energy-saving is one of the important topics of applied science. Artificial intelligence (AI) is also worth paying attention to for intelligent systems. This study aimed to develop a cloud multi-agent system that integrates multiple intelligent technologies for quickly, accurately, and effectively obtaining useful cloud energy-saving information on time for applying science. The proposed system was successfully built by ontology, Web services, and big data analytic technologies based on many practical developments in the Dr. What-Info system. To build the system, we surveyed the related techniques for constructing a Web service platform and explored how to broadly combine cloud interactions among all sub-agents. The preliminary system shows that the proposed system architecture and operation have met the system design requirements.",Developing a Cloud Information Monitoring and Recommendation Multi-agent System based on Artificial Intelligence Technology for Smart Energy-saving,https://ieeexplore.ieee.org/document/9510217/
None,"Natural Resources businesses span one or more of the following verticals: Explore & Discover, Develop, Extract & Transport, Market & Trade. Natural Gas (NG) is a key component of the Natural Resources industry, which contributes both directly and indirectly to sustain and support the day to day energy needs of humans. Various forums drive key initiatives to maintain the sustainability of natural resources for decades to come. The recent evolution of advanced Information Technology (IT) fields, termed as `Big Data and Artificial Intelligence (BD&AI),' fortify these initiatives by providing anytime, anywhere access of data (for example in remote offshore assets or facilities) from a vast corpus base, in addition to enabling natural human interaction. In this paper we intend to explore the key primitives of BD&AI and cite the method of real-world implementation in the Natural Gas industry to further enable sustainable development.",Unravelling the Myth of big data and artificial intelligence in sustainable natural resource development,https://ieeexplore.ieee.org/document/7840903/
None,"Sentiment Analysis is a text classification system used to analyse the incoming text and determine if the sentiment evolved from the argument text is positive, negative or neutral. It holds specific significance in different areas of Technology and it has varied applications. It combines the power of two most significant fields of Artificial Intelligence, viz. Deep Learning and Natural Language Processing. Deep Learning has evolved as an advanced and efficient technology to target and solve real-world problems with greater accuracy and efficiency. Neural Networks are used to deal with enormous amounts of data without any considerable domain engineering and adapt from its own method of computing. Sentiments within a text can become misleading if the whole sentence is taken as a collection of independent words, since each and every word is connected to other in some sense. This research is used to propose and develop an efficient model that can analyse the sequential sentiments with greater prediction and accuracy. This research also compares the prediction accuracy of the proposed model with other existing novel methods.",A Novel Artificial Intelligence Inspired Approach for Analysing Sentiments using Neural Network,https://ieeexplore.ieee.org/document/10125416/
None,"Modern education scenario has led to the emergence of varied challenges in the form of an altered approach of students towards learning and related avenues. The tendency of the current generation students to seek ease in everything they do and to cater to their inclination towards receiving quick responses and rescues to their needs, has opened up newer horizons of opportunities in the education sector too. In line with the imprints of technology based shift in education sector, resorting to an adaptive learning environment, powered by application of Artificial Intelligence (AI) to the education system seems to bring about turn-around alterations. The present paper’s aim is to explore the prospective advantages of application of AI to the Higher Education Institutions (HEIs) , in terms of the associated stakeholders, viz., Students, Educators as well as Parents. An effort has been made to provide an insight into the vast prospective avenues of Artificial Intelligence in the education sector.",Artificial Intelligence and Higher Education Institutions,https://ieeexplore.ieee.org/document/10125320/
None,"Autonomous Vehicles (AV) is one of the prominent research areas in Automobile industry. This autonomous vehicle manufacturing and testing involves several influencing factors that need to be analysed and subsequent decision making is carried out. Added to that the decisions have to be precise and fast. Hence, it is necessary that several activities pertaining to AV leverage the services of Artificial Intelligence (AI) for its functioning. This paper performs a comprehensive study of how Artificial Intelligence and its allied sub domains play a pivotal role in AV operations. The study discusses in detail about the various complex operations in AV for which AI is used to provide solutions. Also, a clear mapping of various sub domains of AI to AV problems is performed. Finally a mapping depicting various complex operations in AV and related AI based solutions in provided.",A Comprehensive Study on the Impact of Artificial Intelligence in Autonomous Vehicles,https://ieeexplore.ieee.org/document/9851143/
None,"Extracting useable information from large and complex data is one of the challenges that can be solved by data mining. The use of data mining to understand the state of research fields and the underlying technologies which are related in intricate ways is known as bibliometric analysis or ""tech mining"". Tech mining can help in summarizing the important research results that are valuable to researchers, industry, and decision-making. Furthermore, tech mining can be useful in showing the trends and relations of the analyzed topic. Hence, the purpose of this research is to investigate the status and the evolution of scientific studies in the field of renewable energy forecasting using Artificial Intelligence (AI) technologies. The study seeks to address the status of the scientific production indexed in Scopus based on scientometrics indicators. In total, over 25000 articles were extracted. The collected data were analyzed using R software packages. The findings show the exponential growth of this topic in the past 10 years. The most relevant sources, authors, affiliations, and countries were found. Moreover, the most recent trends and technologies were stated. It was also found that the interest in this research topic is prevalent in Asian countries especially China which has the highest number of publications and citations. Moreover, it was found that the most fund for research in this domain comes from Chinese institutions.",Tech Mining Analysis: Renewable Energy Forecasting Using Artificial Intelligence Technologies,https://ieeexplore.ieee.org/document/9803105/
None,"One of the most challenging areas of Future Smart Cities Research is the Smart Energy domain. Critical issues related to optimization, provision of smart customizable networks and sophisticated computational techniques and methods enabled by artificial intelligence and machine learning need further investigation. The renewable energy (RE) is a powerful resource for the future global development in the context of climate change and resources depletion. Artificial intelligence (AI) implies new rules of organizing the activities in order to respond to these new requirements. It is necessary to improve the design of the energy infrastructure, the deployment and production of RE in order to face the multiple challenges that will affect the sector’s growth and resilience.. In this research work we exploit the recent developments on the AI adoption for RE sector in European Union (EU). In this respect, we analysed (i) the efficiency of the transformation processes of the RE within the energy chain from Gross Inland Consumption to Final Energy Consumption, (ii) its implications on the structure of renewable energy by source (solar, wind, biomass etc.), (iii) the labour productivity in RE sector compared to the economy as a whole and its correlation with investments level, (iv) the implication of the adoption of AI for RE towards Future Smart Cities Research. The main contribution of this research is the development of a framework for understanding the contribution of AI in the RE sector in Europe. Another bold contribution of this work is the discussion of the implications for Future Smart Cities Research and future research directions.",Artificial Intelligence for Smart Renewable Energy Sector in Europe—Smart Energy Infrastructures for Next Generation Smart Cities,https://ieeexplore.ieee.org/document/9076660/
None,"Supply chain (SC) processes are complex and have been the subject of many optimization studies. The optimization of the SC is pivotal for the success of a business. optimizing SC usually requires rapid responses and additional resources, resulting in increased energy demand that in turn yields augmented CO<inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> emission. The advent of the Artificial Intelligence (AI) has delivered alternative optimization opportunities when adopted as a digital tool. This research provides insights into AI application for optimizing SC processes in order to decrease energy demand and CO<inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> emission. The AI engine is based on a Cyber Physical System (CPS) developed using business activities as defined by business processes. A Monte Carlo simulation is adopted to ensure that the baseline (CPS) model is statistically representative. The probability functions and results of2400 runs are extracted and inputted into Python code to generate ordinary least square (OLS) multiple linear regression model. The results of the OLS are used to create energy optimization formula to reduce CO<inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> emission and yield sustainable energy in the SC.",Supply Chain Energy Sustainability with Artificial Intelligence,https://ieeexplore.ieee.org/document/9488609/
None,"Machine learning has the ability to dramatically improve sustainable systems by anticipating needs, maximizing resource use, raising output, and lowering waste. An overview of earlier studies on the incorporation of machine learning into sustainable systems is presented together with a case study of how machine learning was used to lower energy use in a residential structure. The results show that machine learning may be used to increase energy efficiency and save a lot of money. Wearable technology has added a whole new dimension to the already vast field of personal electronics. The mobile phone gave devices their true individuality. Because so many services are designed around mobile phones, the market has opened up for a brand-new personalized experience utilizing wearable technologies. Fabric sensors may now be combined with wearable microcontrollers like the flora and lily pad to monitor stretch, pressure, bend, and even the direction that the body is being braced. The connections between them are based on conductive threads that follow the curve of the fabric. We'll examine how different teams used their in-depth understanding of wearable technologies to accomplish their goals in this study.",The use of machine learning (ML) in sustainable systems-An Overview,https://ieeexplore.ieee.org/document/10141326/
None,"Nowadays, the world is subject to the development of science and technology, transforming all the old systems into new and more efficient ones, and power grids are the perfect example of this development. Conventional power grids are a source of frequent problems, including line losses that cause instability in the distribution of electricity and a huge impact on the environment, causing damage related to climate change. Addressing these problems is seen as an action to achieve sustainable development goals, to ensure a better future. Energy plays a role in improving these goals, which makes automation a very important tool for establishing a more intelligent and reliable distribution. Among these solutions are DC nanogrids, which have the ability to generate energy using their own renewable resources, even in remote areas thanks to artificial intelligence. They can be automatically regulated to prevent energy shortages. This work aims to intelligently manage the distribution of energy produced by several renewable sources in a DC nanogrid. To solve this problem and to ensure a good energy management we have opted to use Fuzzy logic method as artificial intelligence element that controls the energy management in the nanogrid. The simulation results obtained from the proposed algorithm show that it is able to effectively manage the balance between the renewable energy power produced by the nanogrid without causing power imbalance or disruption of the overall system.",Intelligent Energy Management for a Building DC Nanogrid,https://ieeexplore.ieee.org/document/10019027/
None,"Artificial intelligence (AI) is making its way back into the mainstream of corporate technology, this time at the core of business systems which are providing competitive advantage in all sorts of industries, including electronics, manufacturing, marketing, human resource, financial services software, medicine, entertainment, engineering and communications. Designed to leverage the capabilities of humans rather than replace them, today's AI technology enables an extraordinary array of applications that forge new connections among people, computers, knowledge, and the physical world. Some AI enabled applications are information distribution and retrieval, database mining, product design, manufacturing, inspection, training, user support, surgical planning, resource scheduling, and complex resource management. AI technologies help enterprises reduce latency in making business decisions, minimize fraud and enhance revenue opportunities.",Artificial intelligence technologies in business and engineering,https://ieeexplore.ieee.org/document/6143435/
None,"Microgrids and energy platforms have become increasingly intricate in nature. This is especially true in platforms adopted in large multi functional complexes which are spread across geographies of varying climactic conditions. Many of these complexes have evolved over time as organisations have grown and diversified, this has resulted in a mix of infrastructure, technology, networks, systems and equipment woven in an inextricable web. Often managing such complex hierarchies involve interacting with heterogeneous management platforms from various vendors and built on different platforms each providing the solution to a piece of the ’energy puzzle’ of the organisation. The complexities involved in managing such a network of systems are manifold and require extensive resourcing and expertise. Sustainability and Net Zero carbon emission initiatives that aim to achieve international and national targets add a further layer of complexity to the task at hand. In this paper, we propose a Cloud Edge architecture that leverages Artificial Intelligence (AI) and data analytics for microgrid energy optimisation and net zero carbon emissions. This architecture provides an intelligent and cohesive abstraction to assist in cataloging, unifying and managing the complexities of microgrids and enabling sustainable management of energy. The proposed architecture has been operationalised as the energy management and optimisation platform at a multi-campus, multi-functional tertiary education institution. Empirical evaluations conducted on this deployment have generated results that confirm the function and effectiveness of this architecture in addressing the emerging and evolving challenges of microgrid energy optimisation and net zero carbon emissions.",Cloud Edge Architecture Leveraging Artificial Intelligence and Analytics for Microgrid Energy Optimisation and Net Zero Carbon Emissions,https://ieeexplore.ieee.org/document/9869465/
None,"Smart pieces of machinery are probable to perform and progressively indispensable besides valuable character in lecturing today’s foremost populace concerns besides arranging the underpinning aimed at an additional sustainable society. The fundamental problem nowadays is alleviating the impressions of climate change, although confirming societal social prosperity remains sustainable. Strong coordination amongst all relevant engineering specialties is required to develop interdisciplinary linkages and thus transcend complicated technical challenges. Extensive experimental activities are aimed at equitable capacity utilization, sustainable power-associated requirements, renewable energy organization incorporation, appropriate responses to empower a corporate sustainability foundation, effective performance assimilation, and perhaps other things that matter to that same inhabitants. Increased competition, effectiveness, a shortage of information essential for optimal allocation, and shifting price and quantity trends pose problems to the energy market. Ai technology is incorporated into renewable technology, including predicting electricity, power efficiency, and availability. Choosing the ideal customer to respond again for traits but also needs affordable pricing, planning, controlling infrastructure, rewarding power storage members, and rewarding people evenly and financially are all ways to tackle various issues. This article introduces fresh concepts and examines current difficulties and problems that must contribute to a more sustainable tomorrow based on intelligent technology. The primary outcomes of such an introductory article are a conversation of numerous products and approaches that will direct to more advancement on a variety of topics, including improved efficiency, sustainable and efficient strategic planning, pollution prevention ideas, as well as a conversation of possible steps that will contribute to a healthy long term.",Applications of Smart Technologies Regarding Promoting Energy Efficiency and Sustainable Resource Utilization,https://ieeexplore.ieee.org/document/10094395/
None,"Beyond our wildest dreams, Artificial Intelligence (AI) is changing industrial growth as well as our mode of living. Numerous nations have started national AI programmes to promote the value and usefulness of AI in smart businesses. However, there are problems with the practical use of AI to address current manufacturing concerns that must be disregarded. Finding various applications that may deliver value and satisfy the rising market but also capital demands is now the largest issue. To provide a concise road map for the methodical development and integration of AI in industrial operations, a systematic framework termed as ""Industrial AI"" was presented along with its key enabling technologies. This paper provides a thorough review of the major enabling solutions for industrial AI throughout the manufacturing sector as a whole and how their systematic implementation will help create new opportunities for value creation and prevent issues from emerging yet.",Artificial Intelligence as a Driver of Industrial Competitiveness,https://ieeexplore.ieee.org/document/10125463/
None,"Reducing vehicle exhaust pollution and energy consumption is of great significance for improving the sustainability of social development. Currently, most energy-efficient and regenerative energy recovery methods are from a vehicle control perspective, ignoring the impact on the overall traffic environment. An important reason is that the transportation system's large scale, complexity and social nature restrict its energy-efficient development. Hence, this letter proposes energy-efficient and regenerative energy recovery schemes for sustainable intelligent transportation system using the Artificial societies, Computational experiments, Parallel execution (ACP) framework. The framework includes three parts: energy-efficient oriented intelligent road infrastructure design, transportation traffic flow and vehicle velocity profile planning co-design, and cloud-based vehicle engine parameter calibration. This letter is the second part of Distributed/Decentralized Hybrid Workshop on Sustainability for Transportation and Logistics (DHW-STL) and aims to enhance the sustainability of transportation system from the energy-efficient perspective.",ACP-Based Energy-Efficient Schemes for Sustainable Intelligent Transportation Systems,https://ieeexplore.ieee.org/document/10107402/
None,"The solar-sharing smart lighting system Artificial Intelligence (AI) that automatically adjusts the LED lighting appropriate for indoor vertical farming specifically on high-valued crops tested on lettuce (Lactuca sativa). The concept of this study is to make a smart lighting system more economical using Arduino and power-efficient by using renewable energy like solar power and to address the Sustainable Development Goals regarding Food Security. This study aims to investigate the effects of light treatments on the growth performance in terms of weekly plant height under varying lighting control. Hence, smart LED lighting will be developed to automatically adjust the light intensity needed by the plants to grow indoor using a hydroponics system by means of Arduino and using the Internet of Things (IoT). The experimental setup consists of three treatments: (A) smart lighting, (B) smart lighting with manual setting, and (C) smart lighting with IoT settings. Additionally, it offers the light required for photosynthesis at various phases of growth. The entire system is controlled by a microcontroller, which decides when to turn on and off the LEDs and adjusts their brightness in accordance with the amount of sunlight. The system was implemented successfully, and growth performance improved.",End-Product of Solar-Sharing Smart Lighting Artificial Intelligence Driven Platform for High-Valued Crops (Lactuca Sativa) on Indoor Hydroponics Syste,https://ieeexplore.ieee.org/document/10001821/
None,"This panel session outlines the Power System Engineering Research Center's (PSERC) new initiative funded by the US Department of Energy (DOE) to investigate requirements for a systematic transformation of today's electric grid to enable high penetrations of sustainable energy systems. A giant transformation in the electric grid is underway. The grid is evolving away from a network-architecture with relatively few large, hierarchically-connected, tightly synchronized energy resources supplying large, medium, and very many small passive consumers. It is evolving toward a network driven by many highly variable distributed energy resources mixed with large central generation sources, energy storage, and responsive users equipped with embedded intelligence and automation to meet their unique energy needs while co-existing and interacting within a complex dynamic network system. This panel session will highlight the various activities in the initiative and outline the activities in the different thrust areas and broad analysis topics.",The future grid to enable sustainable energy systems,https://ieeexplore.ieee.org/document/6344801/
None,"This paper presents the development of Energy Efficiency (EE) Policy evaluation model using Hybrid Evolutionary Programming (EP) - Artificial Neural Network (ANN). There are various of EE policies and programmes imposed by governments to promote EE implementation among the industries and societies. However, very little effort was found to evaluate the effectiveness of EE policy for reducing energy consumption. This has created the need for a model that can be used to assess the performance of EE policy and programmes. In this paper, measurement and verification (M&V) approach is proposed for evaluating the performance of Minimum Energy Performance Standards (MEPS) in Malaysia. Artificial Neural Network (ANN) is used for developing a baseline energy model in the M&V framework. Evolutionary Programming (EP) is then integrated with the ANN baseline energy model to improve the performance of ANN. Results show that hybrid EP-ANN provides the highest regression value followed by multi-regression ANOVA model and ANN. With its highest regression value, the EP-ANN provides more accurate and reliable energy savings of 20.03% for the period between 2013 – 2016 from the implementation of MEPS policy in Malaysia.",Energy Efficiency Policy Evaluation Model using Hybrid Evolutionary Programming (EP) - Artificial Neural Network (ANN) for Measurement and Verification Baseline Development,https://ieeexplore.ieee.org/document/10011025/
